0,0.02,1.06153
1,0.04,1.12214
2,0.06,1.18187
3,0.08,1.24075
4,0.1,1.29882
5,0.12,1.35609
6,0.14,1.41261
7,0.16,1.46841
8,0.18,1.5235
9,0.2,1.57793
10,0.22,1.63172
11,0.24,1.68489
12,0.26,1.73748
13,0.28,1.7895
14,0.3,1.84099
15,0.32,1.89197
16,0.34,1.94245
17,0.36,1.99248
18,0.38,2.04206
19,0.4,2.09123
20,0.42,2.14
21,0.44,2.1884
22,0.46,2.23645
23,0.48,2.28417
24,0.5,2.33158
25,0.52,2.37871
26,0.54,2.42556
27,0.56,2.47218
28,0.58,2.51856
29,0.6,2.56474
30,0.62,2.61074
31,0.64,2.65657
32,0.66,2.70225
33,0.68,2.7478
34,0.7,2.79325
35,0.72,2.83861
36,0.74,2.8839
37,0.76,2.92914
38,0.78,2.97434
39,0.8,3.01954
40,0.82,3.06474
41,0.84,3.10997
42,0.86,3.15524
43,0.88,3.20057
44,0.9,3.24599
45,0.92,3.29152
46,0.94,3.33716
47,0.96,3.38294
48,0.98,3.42889
49,1,3.47502
50,1.02,3.52135
51,1.04,3.56789
52,1.06,3.61469
53,1.08,3.66174
54,1.1,3.70908
55,1.12,3.75672
56,1.14,3.80469
57,1.16,3.85301
58,1.18,3.9017
59,1.2,3.95078
60,1.22,4.00029
61,1.24,4.05023
62,1.26,4.10064
63,1.28,4.15154
64,1.3,4.20295
65,1.32,4.25491
66,1.34,4.30743
67,1.36,4.36055
68,1.38,4.4143
69,1.4,4.4687
70,1.42,4.52378
71,1.44,4.57957
72,1.46,4.63611
73,1.48,4.69343
74,1.5,4.75155
75,1.52,4.81052
76,1.54,4.87037
77,1.56,4.93114
78,1.58,4.99287
79,1.6,5.05559
80,1.62,5.11934
81,1.64,5.18418
82,1.66,5.25014
83,1.68,5.31727
84,1.7,5.38561
85,1.72,5.45523
86,1.74,5.52616
87,1.76,5.59846
88,1.78,5.67219
89,1.8,5.74741
90,1.82,5.82418
91,1.84,5.90256
92,1.86,5.98262
93,1.88,6.06443
94,1.9,6.14807
95,1.92,6.2336
96,1.94,6.32112
97,1.96,6.4107
98,1.98,6.50244
99,2,6.59643
